Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
60784757,Birnam Wood,Eleanor Catton,"Catton, Eleanor",,"=""0374110336""","=""9780374110338""",0,3.84,"Farrar, Straus and Giroux",Hardcover,432,2023,2023,,2023/09/25,currently-reading,currently-reading (#2),currently-reading,,,,1,0
41015154,The Bookshop,Penelope Fitzgerald,"Fitzgerald, Penelope",,"=""""","=""""",4,3.28,Mariner Books,Kindle Edition,163,2013,1978,2024/01/03,2024/01/03,,,read,,,,1,0
180357146,The Covenant of Water,Abraham   Verghese,"Verghese, Abraham",,"=""0802162177""","=""9780802162175""",0,4.49,Grove Press,Hardcover,724,2023,2023,,2023/12/21,currently-reading,currently-reading (#1),currently-reading,,,,1,0
34816471,Woolf’un İzinde,Ertuğ Uçar,"Uçar, Ertuğ",,"=""975073453X""","=""9789750734533""",4,3.57,Can Yayınları,Paperback,96,2017,2017,2024/01/01,2024/01/01,,,read,,,,1,0
35115978,Kumların Kadını,Kōbō Abe,"Abe, Kōbō",Barış Bayıksel,"=""6055159562""","=""9786055159566""",3,3.90,Monokl Yayınları,Paperback,174,2017,1962,2023/12/31,2023/12/31,,,read,,,,1,0
45188771,İntihar Kulübü,Robert Louis Stevenson,"Stevenson, Robert Louis",Aslıhan Kuzucan,"=""""","=""""",2,3.43,İthaki Yayınları,Paperback,102,2019,1878,2023/12/30,2023/12/30,,,read,,,,1,0
52199748,Canavar,Stephen Crane,"Crane, Stephen",Osman Çakmakçı,"=""605295941X""","=""9786052959411""",2,3.38,Türkiye İş Bankası Kültür Yayınları,Paperback,80,2019,1898,2023/12/30,2023/12/30,,,read,,,,1,0
200525978,Villon'un Karısı,Osamu Dazai,"Dazai, Osamu",Esin ESEN,"=""""","=""9786256462120""",4,3.87,Sel Yayıncılık,Paperback,112,2023,1947,2023/12/29,2023/12/29,,,read,,,,1,0
201043975,Mal Sayımı,Erlend Loe,"Loe, Erlend",Dilek Başak,"=""""","=""9789750859212""",3,3.48,Yapı Kredi Yayınları,Paperback,112,2023,2013,2023/12/27,2023/12/27,,,read,,,,1,0
11112894,"İnce Memed 1 (İnce Memed, #1)",Yaşar Kemal,"Kemal, Yaşar",,"=""9750807146""","=""9789750807145""",5,4.48,Yapı Kredi Yayınları,Paperback,436,2004,1955,2023/12/26,2023/12/15,aarhus,aarhus (#315),read,,,,1,0
125631674,İşte Geldim Deniz Kenarı,Selçuk Altun,"Altun, Selçuk",,"=""6254293870""","=""9786254293870""",3,4.14,Türkiye İş Bankası Kültür Yayınları,Paperback,176,2023,2023,2023/12/25,2023/12/23,,,read,,,,1,0
19181885,The Blue Flower,Penelope Fitzgerald,"Fitzgerald, Penelope",Candia McWilliam,"=""0007373325""","=""9780007373321""",2,3.44,Fourth Estate,Kindle Edition,244,2013,1995,2023/12/23,2023/12/20,,,read,,,,1,0
108615,Offshore,Penelope Fitzgerald,"Fitzgerald, Penelope",,"=""0006542565""","=""9780006542568""",5,3.59,Harper Perennial,Paperback,140,2003,1979,2023/12/20,2023/12/18,,,read,,,,1,0
58900183,Marple: Twelve New Stories,Naomi Alderman,"Alderman, Naomi","Leigh Bardugo, Alyssa Cole, Lucy Foley, Elly Griffiths, Natalie Haynes, Jean Kwok, Val McDermid, Karen M. McManus, Dreda Say Mitchell, Kate Mosse, Ruth Ware","=""0008467315""","=""9780008467319""",4,3.82,HarperCollins,Hardcover,372,2022,2022,2023/12/18,2023/12/13,,,read,,,,1,0
60388518,Tiamat,İhsan Oktay Anar,"Anar, İhsan Oktay",Ali Yaycıoğlu,"=""6051857230""","=""9786051857237""",4,3.64,Everest Yayınları,Paperback,160,2022,2022,2023/12/15,2022/09/18,aarhus,aarhus (#311),read,,,,1,0
40491227,The Years,Annie Ernaux,"Ernaux, Annie",,"=""1910695785""","=""9781910695784""",4,4.18,Fitzcarraldo Editions,Paperback,232,2018,2008,2023/12/13,2023/12/11,,,read,,,,1,0
91102320,Sehrin Kuleleri,Tayfun Pirselimoğlu,"Pirselimoğlu, Tayfun",,"=""9752730876""","=""9789752730878""",3,3.50,Ithaki Yayinlari,Paperback,424,2005,,,2015/06/02,,,read,,,,1,0
54104927,Yeşil Işın,Jules Verne,"Verne, Jules",Nevin Funda Oral,"=""6254490153""","=""9786254490156""",4,3.44,Alfa Yayınları,Paperback,252,2020,1882,,2015/06/02,,,read,,,,1,0
105471009,The Young Man,Annie Ernaux,"Ernaux, Annie",Alison L. Strayer,"=""1804270687""","=""9781804270684""",4,3.63,Fitzcarraldo Editions,Kindle Edition,30,2023,2022,2023/12/09,2023/12/09,aarhus,aarhus (#314),read,,,,1,0
48591621,Nickel Çocukları,Colson Whitehead,"Whitehead, Colson",Begüm Kovulmaz,"=""6055903806""","=""9786055903800""",5,4.26,Siren Yayınları,Paperback,216,2019,2019,2023/12/12,2023/12/11,,,read,,,,1,0
22079995,Kitap Evi,Enis Batur,"Batur, Enis",,"=""9755706739""","=""9789755706733""",4,3.56,Sel Yayıncılık,Paperback,136,2014,2014,2023/12/08,2023/12/08,,,read,,,,1,0
199122584,İstanbul Posta Treni,Bülent Çallı,"Çallı, Bülent",,"=""6253690248""","=""9786253690243""",4,4.86,Everest Yayınları,Paperback,408,2023,,2023/12/08,2023/11/26,,,read,,,,1,0
22677818,Yaşlı Ormanın Gizemi,Dino Buzzati,"Buzzati, Dino",Yelda Gürlek,"=""605081242X""","=""9786050812428""",2,3.73,Timaş,Paperback,192,2014,1935,,2023/12/06,,,read,,,,1,0
7695377,Mahur Beste,Ahmet Hamdi Tanpınar,"Tanpınar, Ahmet Hamdi",,"=""975995575X""","=""9789759955755""",3,4.11,Dergah Yayınları,Paperback,175,2013,1944,2023/12/03,2023/11/26,,,read,,,,1,0
61901598,Suzy Pommier Cinayeti,Emmanuel Bove,"Bove, Emmanuel",Hayrettin Yıldız,"=""6053145750""","=""9786053145752""",3,3.06,Ayrıntı Yayınları,Paperback,144,2022,1933,2023/11/22,2023/11/22,,,read,,,,1,0
35743,The Tin Drum,Günter Grass,"Grass, Günter",Ralph Manheim,"=""0099483505""","=""9780099483502""",3,3.95,Vintage,Paperback,580,2005,1959,2023/11/20,2023/04/30,,,read,,,,1,0
7695430,Beş Şehir,Ahmet Hamdi Tanpınar,"Tanpınar, Ahmet Hamdi",,"=""9759952440""","=""9789759952440""",3,3.91,Dergah Yayınları,Paperback,232,2013,1946,2023/11/19,2023/11/18,,,read,,,,1,0
56682741,Ateş Sönene Kadar,Aylin Balboa,"Balboa, Aylin",,"=""9750530268""","=""9789750530265""",4,3.97,İletişim Yayıncılık,Paperback,97,2021,2021,2023/10/26,2023/10/21,,,read,,,,1,0
61267044,Bu Hikâye Senden Uzun Osman,Aylin Balboa,"Balboa, Aylin",,"=""9750533321""","=""9789750533327""",5,4.20,İletişim Yayınları,Paperback,129,2022,,2023/10/21,2023/10/20,,,read,,,,1,0
33198423,Sabahtan Akşama,Jon Fosse,"Fosse, Jon",Deniz Canefe,"=""605515952X""","=""9786055159528""",1,3.85,Monokl,Paperback,104,2016,2000,2023/10/20,2023/10/18,,,read,,,,1,0
9118135,State of Wonder,Ann Patchett,"Patchett, Ann",,"=""0062049801""","=""9780062049803""",2,3.89,HarperCollins Publishers,Hardcover,353,2011,2011,2023/10/18,2023/10/06,,,read,,,,1,0
63241104,Tom Lake,Ann Patchett,"Patchett, Ann",,"=""006332752X""","=""9780063327528""",4,4.12,Harper,Hardcover,309,2023,2023,2023/10/01,2023/09/24,,,read,,,,1,0
59357120,Yellowface,R.F. Kuang,"Kuang, R.F.",,"=""000853277X""","=""9780008532772""",0,3.86,The Borough Press,Hardcover,329,2023,2023,,2023/09/25,to-read,to-read (#111),to-read,,,,0,0
57739876,To Paradise,Hanya Yanagihara,"Yanagihara, Hanya",,"=""0385547935""","=""9780385547932""",0,3.77,Doubleday,Hardcover,720,2022,2022,,2023/09/25,to-read,to-read (#110),to-read,,,,0,0
43263225,Supernova Era,Liu Cixin,"Cixin, Liu",Joel Martinsen,"=""1250306035""","=""9781250306036""",0,3.29,Tor Books,Hardcover,352,2019,2003,,2023/09/25,to-read,to-read (#109),to-read,,,,0,0
49090884,Tender is the Flesh,Agustina Bazterrica,"Bazterrica, Agustina",,"=""1982150920""","=""9781982150921""",0,3.81,Scribner,Paperback,209,2020,2017,,2023/09/25,to-read,to-read (#108),to-read,,,,0,0
53377292,The Lost Soul,Olga Tokarczuk,"Tokarczuk, Olga","Joanna Concejo, Antonia Lloyd-Jones","=""1644210347""","=""9781644210345""",0,4.34,Seven Stories Press,Hardcover,48,2021,2017,,2023/09/25,to-read,to-read (#107),to-read,,,,0,0
58784475,"Tomorrow, and Tomorrow, and Tomorrow",Gabrielle Zevin,"Zevin, Gabrielle",,"=""""","=""""",5,4.20,Knopf,Hardcover,401,2022,2022,2023/09/22,2023/08/29,,,read,,,,1,0
44318414,The Dutch House,Ann Patchett,"Patchett, Ann",,"=""0062963678""","=""9780062963673""",4,4.10,Harper,Hardcover,337,2019,2019,2023/09/22,2023/09/19,,,read,,,,1,0
55727019,Öğrenci Kız,Osamu Dazai,"Dazai, Osamu",Barış Bayıksel,"=""""","=""9789750745959""",3,4.04,Can Yayınları,Paperback,56,2020,1939,2023/09/12,2023/09/12,,,read,,,,1,0
10687191,Balık İzlerinin Sesi,Buket Uzuner,"Uzuner, Buket",,"=""""","=""""",2,3.37,Everest Yayınları,Paperback,214,2006,1992,,2023/09/10,,,read,,,,1,0
2098209,The Bee-man of Orn And Other Fanciful Tales,Frank R. Stockton,"Stockton, Frank R.",,"=""1598186957""","=""9781598186956""",0,4.05,Alan Rodgers Books,Paperback,124,2005,1887,,2020/11/11,"to-read, kindle","to-read (#95), kindle (#7)",to-read,,,,0,0
59709153,Erken Gelen Turnalar - Sultan Murat,Chingiz Aitmatov,"Aitmatov, Chingiz","Cengiz Aytmatov, Mehmet Özgül","=""6257303974""","=""9786257303972""",5,4.30,Ketebe Yayınları,Paperback,148,2021,1975,,2023/09/04,,,read,,,,1,0
40104741,"An Elderly Lady Is Up to No Good (Äldre dam, #1)",Helene Tursten,"Tursten, Helene",Marlaine Delargy,"=""""","=""""",2,3.77,Soho Crime,Hardcover,178,2018,2013,2023/08/31,2023/04/30,,,read,,,,1,0
59454601,The Sentence,Louise Erdrich,"Erdrich, Louise",,"=""147215701X""","=""9781472157010""",3,3.97,Corsair,Paperback,400,2023,2021,2023/08/29,2023/07/03,,,read,,,,1,0
58483682,İlk Öğretmenim,Chingiz Aitmatov,"Aitmatov, Chingiz","Cengiz Aytmatov, Mehmet Özgül","=""6257303907""","=""9786257303903""",4,4.25,Ketebe Yayınları,Paperback,76,2021,1962,,2023/08/27,,,read,,,,1,0
273524,The Shadow-Line,Joseph Conrad,"Conrad, Joseph",Jeremy Hawthorn,"=""0192801708""","=""9780192801708""",2,3.68,Oxford University Press,Paperback,192,2004,1916,,2023/08/25,,,read,,,,1,0
3532,First Love,Ivan Turgenev,"Turgenev, Ivan",Constance Garnett,"=""0974607894""","=""9780974607894""",3,3.77,Melville House Publishing,Paperback,124,2009,1860,,2023/08/20,,,read,,,,1,0
60194162,Demon Copperhead,Barbara Kingsolver,"Kingsolver, Barbara",,"=""""","=""""",4,4.52,Harper,Hardcover,560,2022,2022,2023/08/18,2023/07/30,,,read,,,,1,0
29751398,The Power,Naomi Alderman,"Alderman, Naomi",,"=""0670919985""","=""9780670919987""",3,3.77,Viking,Hardcover,341,2017,2016,2023/08/04,2023/04/30,,,read,,,,1,0
12969013,Oblomov,Ivan Goncharov,"Goncharov, Ivan","Sabahattin Eyüboğlu, Erol Güney","=""9754587191""","=""9789754587197""",5,4.12,Türkiye İş Bankası Kültür Yayınları,Paperback,619,2010,1859,,2015/06/02,,,read,,,,1,0
57281768,Fragile Things: Short Fictions and Wonders,Neil Gaiman,"Gaiman, Neil",,"=""""","=""""",3,3.96,William Morrow,Kindle Edition,400,2009,2006,2023/07/30,2023/07/21,,,read,,,,1,0
35412372,Freshwater,Akwaeke Emezi,"Emezi, Akwaeke",,"=""0802127355""","=""9780802127358""",4,4.03,Grove Press,Hardcover,229,2018,2018,,2023/04/30,,,read,,,,1,0
59742938,Kalk Yerine Yat,Şermin Yaşar,"Yaşar, Şermin",,"=""6258036104""","=""9786258036107""",4,4.12,Doğan Kitap,Paperback,168,2021,,2023/07/11,2023/07/08,,,read,,,,1,0
23593321,Station Eleven,Emily St. John Mandel,"Mandel, Emily St. John",,"=""1447268970""","=""9781447268970""",4,4.07,Picador,Paperback,339,2015,2014,2023/07/08,2022/09/18,,,read,,,,1,0
75606185,Ya Bir Gün Kavanoz Kapakları Biterse?,Şeyma Çekici,"Çekici, Şeyma",,"=""6057130332""","=""9786057130334""",3,4.16,Küsurat Yayınları,Paperback,139,2022,,,2023/07/05,,,read,,,,1,0
61770166,Küçük Yuvarlak Taşlar,Melisa Kesmez,"Kesmez, Melisa",,"=""""","=""9789750533594""",5,4.36,İletişim Yayıncılık,Paperback,84,2022,2022,,2023/07/02,,,read,,,,1,0
41127341,Sokrates'in Savunması,Plato,"Plato, Plato",Teoman Akturel,"=""9751403723""","=""9789751403728""",4,4.19,Remzi Kitabevi,Paperback,63,2017,-399,,2023/06/30,,,read,,,,1,0
40863599,Amok Koşucusu,Stefan Zweig,"Zweig, Stefan",Ebru Akyürek,"=""9752207766""","=""9789752207769""",5,4.00,Bilgi Yayınevi,Paperback,84,2018,1922,,2023/06/28,,,read,,,,2,0
1220467,Satranç,Stefan Zweig,"Zweig, Stefan",Ayça Sabuncuoğlu,"=""9755103554""","=""9789755103556""",5,4.27,Can Yayınları,Paperback,72,2013,1942,,2015/06/01,aarhus,aarhus (#102),read,,,,2,0
36520152,Kimdir Bu Mitat Karaman?,Doğu Yücel,"Yücel, Doğu",,"=""9750736087""","=""9789750736087""",2,4.03,Can Yayınları,Paperback,335,2017,2017,2023/06/27,2023/06/24,,,read,,,,1,0
13607141,Güzel Sanatların Bir Dalı Olarak Cinayet,Thomas de Quincey,"Quincey, Thomas de",İsmet Birkan,"=""9750505018""","=""9789750505010""",4,3.59,İletişim Yayıncılık,Paperback,145,2007,,,2015/06/02,,,read,,,,1,0
7997149,Yılanların Öcü,Fakir Baykurt,"Baykurt, Fakir",,"=""9750403959""","=""9789750403958""",5,4.30,Literatür Yayıncılık,Paperback,280,2006,1954,2023/06/24,2023/06/17,,,read,,,,1,0
46023932,I Remain in Darkness,Annie Ernaux,"Ernaux, Annie",Tanya Leslie,"=""1910695971""","=""9781910695975""",4,3.99,Fitzcarraldo Editions,Paperback,80,2019,1996,2023/06/17,2023/06/17,aarhus,aarhus (#313),read,,,,1,0
59364113,All the Beauty in the World: The Metropolitan Museum of Art and Me,Patrick Bringley,"Bringley, Patrick",,"=""1982163321""","=""9781982163327""",4,4.11,Simon  Schuster,ebook,240,2023,2023,2023/06/12,2023/04/30,,,read,,,,1,0
59059997,Geri Giden Saat,Edward Page Mitchell,"Mitchell, Edward Page",Doğaç Yavuz,"=""6257442605""","=""9786257442602""",3,3.51,İthaki Yayınları,Paperback,144,2021,1881,2023/06/12,2023/06/09,,,read,,,,1,0
13623848,The Song of Achilles,Madeline Miller,"Miller, Madeline",,"=""""","=""""",3,4.33,Ecco,Paperback,408,2012,2011,2023/06/09,2023/04/30,,,read,,,,1,0
78433,The Blind Assassin,Margaret Atwood,"Atwood, Margaret",,"=""""","=""""",2,3.96,Virago Press Ltd,Paperback,637,2001,2000,2023/06/01,2023/04/02,,,read,,,,1,0
12158152,Out of Africa,Isak Dinesen,"Dinesen, Isak",Karen Blixen,"=""""","=""""",3,3.92,Penguin,Kindle Edition,296,2001,1937,2023/05/25,2023/04/30,,,read,,,,1,0
3921870,Eşekli Kütüphaneci,Fakir Baykurt,"Baykurt, Fakir",,"=""""","=""9789750404030""",5,4.36,Literatür Yayıncılık,Paperback,148,2008,,,2023/05/22,,,read,,,,1,0
17565415,Adsız Sansız Bir Jude,Thomas Hardy,"Hardy, Thomas",Taciser Ulaş Belge,"=""""","=""9789750515613""",3,3.83,İletişim Yayınları,Paperback,466,2016,1895,2023/05/16,2023/05/08,,,read,,,,1,0
2744,Anansi Boys,Neil Gaiman,"Gaiman, Neil",,"=""0060515198""","=""9780060515195""",4,4.04,HarperCollins HarperTorch,Mass Market Paperback,387,2006,2005,2023/05/03,2023/04/24,,,read,,,,1,0
56026908,Trigger Warning: Short Fictions and Disturbances,Neil Gaiman,"Gaiman, Neil",,"=""0063075768""","=""9780063075764""",3,3.92,William Morrow Paperbacks,Paperback,368,2021,2015,2023/04/24,2023/03/20,,,read,,,,1,0
21020588,Kindred,Octavia E. Butler,"Butler, Octavia E.",,"=""1472214811""","=""9781472214812""",4,4.30,Headline Book Publishing,Paperback,295,2014,1979,2023/04/14,2022/08/11,,,read,,,,1,0
153300,The Suitcase,Sergei Dovlatov,"Dovlatov, Sergei",Antonina W. Bouis,"=""0802112463""","=""9780802112460""",3,4.31,Grove Press,Hardcover,128,1990,1986,2023/03/26,2023/03/20,,,read,,,,1,0
3629286,Stardust,Neil Gaiman,"Gaiman, Neil",,"=""0061689246""","=""9780061689246""",4,4.10,HarperCollins,Paperback,248,2008,1999,,2023/03/18,,,read,,,,1,0
26838903,How the Marquis Got His Coat Back,Neil Gaiman,"Gaiman, Neil",,"=""""","=""""",3,4.06,Headline,Kindle Edition,37,2015,2015,2023/03/11,2023/03/11,,,read,,,,1,0
57281746,"Neverwhere (London Below, #1)",Neil Gaiman,"Gaiman, Neil",,"=""""","=""""",4,4.17,William Morrow,Kindle Edition,400,2009,1996,2023/03/11,2023/03/01,,,read,,,,1,0
54120408,Klara and the Sun,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""059331817X""","=""9780593318171""",2,3.75,Alfred A. Knopf,Hardcover,303,2021,2021,2023/03/09,2023/03/01,,,read,,,,1,0
18071573,Lyon'da Düğün,Stefan Zweig,"Zweig, Stefan",Arif Gelen,"=""""","=""""",4,3.79,Can Yayınları,Paperback,197,1992,1927,,2015/06/02,,,read,,,,1,0
37903770,Norse Mythology,Neil Gaiman,"Gaiman, Neil",,"=""""","=""""",5,4.10,W. W. Norton & Company,Paperback,301,2018,2017,,2023/02/20,,,read,,,,1,0
2213661,The Graveyard Book,Neil Gaiman,"Gaiman, Neil",Dave McKean,"=""0060530928""","=""9780060530921""",4,4.15,HarperCollins,Hardcover,312,2008,2008,2023/02/20,2023/02/11,,,read,,,,1,0
50374582,Grey Bees,Andrey Kurkov,"Kurkov, Andrey",Boris Dralyuk,"=""0857059343""","=""9780857059345""",3,4.09,MacLehose Press,Paperback,349,2020,2018,2023/02/11,2023/01/23,,,read,,,,1,0
15783514,The Ocean at the End of the Lane,Neil Gaiman,"Gaiman, Neil",,"=""0062255657""","=""9780062255655""",4,4.02,William Morrow Books,Hardcover,181,2013,2013,,2023/02/08,,,read,,,,1,0
15993969,Angel Dayı,Panait Istrati,"Istrati, Panait",Yaşar Nabi Nayır,"=""9754341419""","=""9789754341416""",3,3.77,Varlık Yayınları,Paperback,128,1995,1924,,2023/02/02,,,read,,,,1,0
48554248,Minka Abla,Panait Istrati,"Istrati, Panait",Yaşar Nabi Nayır,"=""9754341397""","=""9789754341393""",3,3.65,Varlık Yayınları,Paperback,124,2017,1931,2023/01/29,2023/01/26,,,read,,,,1,0
30174507,İki Başına Yürümek -Burhan Uygur'un Resimleriyle-,Behçet Necatigil,"Necatigil, Behçet",Burhan Uygur,"=""9750836251""","=""9789750836251""",4,3.71,Yapı Kredi Yayınları,Hardcover,108,2016,1968,2017/04/10,2017/04/09,,,read,,,,1,0
34374580,Duman Otel,Bülent Çallı,"Çallı, Bülent",,"=""975052148X""","=""9789750521485""",4,4.14,İletişim Yayınları,Paperback,154,2017,2017,2017/03/19,2017/03/12,,,read,,,,2,0
55771439,Diğerleri,Mahir Ünsal Eriş,"Eriş, Mahir Ünsal",M.K. Perker,"=""6257217083""","=""9786257217088""",3,3.81,Karakarga Yayınları,Paperback,120,2020,,2023/01/22,2023/01/21,,,read,,,,1,0
25083762,İstanbul İstanbul,Burhan Sönmez,"Sönmez, Burhan",,"=""9750517164""","=""9789750517167""",4,4.01,İletişim Yayıncılık,Paperback,228,2015,2015,2023/01/16,2023/01/14,,,read,,,,1,0
49882394,A Man,Keiichirō Hirano,"Hirano, Keiichirō",Eli K.P. William,"=""1542006864""","=""9781542006866""",3,3.94,Amazon Crossing,Kindle Edition,303,2020,2018,2023/01/14,2021/01/02,kindle,kindle (#12),read,,,,1,0
42634363,Masumlar,Burhan Sönmez,"Sönmez, Burhan",,"=""9750508912""","=""9789750508912""",4,3.90,İletişim Yayıncılık,Paperback,159,2018,2011,,2023/01/11,,,read,,,,2,0
50930667,İnsanlığımı Yitirirken,Osamu Dazai,"Dazai, Osamu",Hüseyin Can Erkin,"=""6057728327""","=""9786057728326""",3,4.01,Sel Yayıncılık,Paperback,109,2020,1948,,2023/01/08,,,read,,,,1,0
59586754,Birinci Tekil Şahıs,Haruki Murakami,"Murakami, Haruki",Ali Volkan Erdemir,"=""6258036228""","=""9786258036220""",3,3.54,Doğan Kitap,Paperback,152,2021,2020,2023/01/05,2023/01/04,,,read,,,,1,0
61120102,Bir Kediyi Terk Etmek - Babam Hakkında,Haruki Murakami,"Murakami, Haruki",Ali Volkan Erdemir,"=""""","=""9786258380453""",3,3.58,Doğan Kitap,Paperback,104,2022,2019,,2023/01/04,,,read,,,,1,0
59240103,Kumdan Yürek,Abdulrazak Gurnah,"Gurnah, Abdulrazak",Mehmet Deniz Öcal,"=""9750531663""","=""9789750531668""",4,4.00,İletişim Yayınları,Paperback,292,2021,2017,2023/01/04,2023/01/01,,,read,,,,1,0
55876894,A Man's Place,Annie Ernaux,"Ernaux, Annie",Tanya Leslie,"=""1913097366""","=""9781913097363""",3,3.88,Fitzcarraldo Editions,Paperback,80,2020,1983,2023/01/01,2022/12/28,aarhus,aarhus (#312),read,,,,1,0
15938771,Revolution,Jakob Ejersbo,"Ejersbo, Jakob",,"=""0857051083""","=""9780857051080""",5,4.04,Maclehose,Paperback,336,2012,2009,,2018/03/11,aarhus,aarhus (#175),read,,,,1,0
44662666,Çığlık,Ferit Edgü,"Edgü, Ferit",,"=""6051719059""","=""9786051719054""",4,4.02,Alfa Yayıncılık,Paperback,119,2019,1982,2016/09/06,2016/09/06,aarhus,aarhus (#77),read,,,,1,0
13284417,Kirpinin Zarafeti,Muriel Barbery,"Barbery, Muriel",Işık Ergüden,"=""6054069225""","=""9786054069224""",4,3.80,Turkuvaz Kitap,Paperback,280,2012,2006,,2015/06/02,,,read,,,,1,0
55359139,Oh Ne Âlâ Memleket,Şermin Yaşar,"Yaşar, Şermin",,"=""""","=""8696602029048""",3,4.46,Doğan ve Egmont Yayıncılık,Paperback,169,2020,,2022/03/15,2022/03/15,,,read,,,,1,0
52219386,Almond,Sohn Won-Pyung,"Won-Pyung, Sohn",Joosun Lee,"=""0062961373""","=""9780062961372""",4,4.18,HarperVia,Hardcover,272,2020,2017,2022/12/31,2022/12/30,,,read,,,,1,0
25015899,Budala,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Mazlum Beyhan, Liza Knapp, Murray Krieger","=""9750516842""","=""9789750516849""",3,4.20,İletişim Yayınları,Paperback,769,2015,1869,2022/12/30,2022/12/07,,,read,,,,1,0
32862868,Sıcak Kafa,Afşin Kum,"Kum, Afşin",,"=""6055162776""","=""9786055162771""",3,3.66,April Yayıncılık,Paperback,188,2016,2016,2022/12/15,2022/12/15,,,read,,,,1,0
58496573,Exteriors,Annie Ernaux,"Ernaux, Annie",,"=""1913097684""","=""9781913097684""",4,3.57,Fitzcarraldo Editions,Paperback,80,2021,1993,,2022/12/16,,,read,,,,1,0
41579200,Happening,Annie Ernaux,"Ernaux, Annie",Tanya Leslie,"=""1910695831""","=""9781910695838""",4,4.32,Fitzcarraldo Editions,Paperback,96,2019,2000,,2022/12/14,,,read,,,,1,0
19063,The Book Thief,Markus Zusak,"Zusak, Markus",,"=""""","=""""",4,4.39,Alfred A. Knopf,Hardcover,592,2006,2005,2022/12/10,2022/08/11,,,read,,,,1,0
17932143,Timsah,Fyodor Dostoevsky,"Dostoevsky, Fyodor",,"=""9756298685""","=""""",2,3.64,Bahar Yayınevi,Paperback,80,2005,1865,2022/11/30,2022/11/30,,,read,,,,1,0
57480603,korney vasilyev,Leo Tolstoy,"Tolstoy, Leo",Lev Tolstoy,"=""""","=""""",2,3.70,,,,,,,2022/11/29,,,read,,,,1,0
13575883,İvan İlyiç'in Ölümü,Leo Tolstoy,"Tolstoy, Leo",Nihal Yalaza Taluy,"=""9750702743""","=""9789750702747""",4,4.12,Can Yayınları,Paperback,88,2003,1886,,2022/11/28,,,read,,,,1,0
17229420,Aile Mutluluğu,Leo Tolstoy,"Tolstoy, Leo",Mehmet Özgül,"=""""","=""9789750503818""",4,3.91,İletişim Yayınları,Paperback,150,2006,1859,,2022/11/28,,,read,,,,2,0
57375387,Hava Adamı Ariel,Alexander Belyaev,"Belyaev, Alexander",Lütfiye Pehlivan,"=""6257650372""","=""9786257650373""",2,3.88,İthaki Yayınları,Paperback,240,2021,1941,2022/11/23,2022/11/23,,,read,,,,1,0
18069632,Havuz Başı,Sait Faik Abasıyanık,"Abasıyanık, Sait Faik",,"=""6053608742""","=""9786053608745""",3,4.20,Türkiye İş Bankası Kültür Yayınları,Paperback,152,2013,1952,2022/11/22,2022/11/19,,,read,,,,1,0
57371655,Simple Passion,Annie Ernaux,"Ernaux, Annie",Tanya Leslie,"=""1913097552""","=""9781913097554""",3,3.92,Fitzcarraldo Editions,Paperback,80,2021,1991,,2022/11/20,,,read,,,,1,0
16095499,Seçme Hikâyeler,Sait Faik Abasıyanık,"Abasıyanık, Sait Faik",,"=""605360724X""","=""9786053607243""",3,4.03,Türkiye İş Bankası Kültür Yayınları,Paperback,123,2012,2012,,2022/11/18,,,read,,,,1,0
24266690,Kumpanya,Sait Faik Abasıyanık,"Abasıyanık, Sait Faik",,"=""6053322571""","=""9786053322573""",4,4.05,Türkiye İş Bankası Kültür Yayınları,Paperback,148,2014,1951,2022/11/15,2022/11/13,,,read,,,,1,0
58705596,Alaycı Kuş,Walter Tevis,"Tevis, Walter",Cihan Karamancı,"=""6257442230""","=""9786257442237""",4,4.16,İthaki Yayınları,Paperback,280,2021,1980,2022/11/12,2022/11/04,,,read,,,,1,0
23844335,Niels Lyhne,Jens Peter Jacobsen,"Jacobsen, Jens Peter","Eric Johannesson, Tiina Nunnally","=""1101664037""","=""9781101664032""",3,3.97,Penguin Classics,Kindle Edition,201,2006,1880,2022/11/05,2022/10/23,,,read,,,,1,0
52670220,Dünyaya Düşen Adam,Walter Tevis,"Tevis, Walter",Mehmet Ali Ağaoğulları,"=""6257913039""","=""9786257913034""",5,4.05,İthaki Yayınları ,Paperback,224,2020,1963,2022/10/29,2022/11/02,,,read,,,,1,0
55015075,Mostly Harmless (The Hitchhiker's Guide to the Galaxy #5),Douglas Adams,"Adams, Douglas",,"=""1529034566""","=""9781529034561""",3,3.96,Pan,Paperback,272,2020,1992,2022/10/27,2022/10/21,,,read,,,,1,0
53654093,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",4,4.23,Pan Books,Kindle Edition,133,2020,1979,2022/10/10,2022/10/07,,,read,,,,1,0
