Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
2724190,Ocean Star Express,"Peter Haddon, Mark; Sutton","Sutton, Peter Haddon, Mark;",,"=""0001981935""","=""9780001981935""",0,3.77,Collins,Hardcover,32,2001,2001,,2020/10/08,"aarhus, to-read, bebecik","aarhus (#290), to-read (#77), bebecik (#19)",to-read,,,,0,0
55600453,Guden Thor,Ib Spang Olsen,"Olsen, Ib Spang",,"=""8772431768""","=""""",0,0.0,,Hardcover,102,1997,,,2020/10/08,"aarhus, to-read, bebecik","aarhus (#289), to-read (#76), bebecik (#18)",to-read,,,,0,0
30223326,Backyard Fairies,Phoebe Wahl,"Wahl, Phoebe",,"=""""","=""""",0,3.95,Dial,,32,2018,2018,,2020/10/08,"to-read, aarhus, bebecik","to-read (#75), aarhus (#288), bebecik (#17)",to-read,,,,0,0
40023069,Sonya'nın Tavukları,Phoebe Wahl,"Wahl, Phoebe",Billur Kakıcı,"=""""","=""9786056791406""",0,4.19,Sinek Sekiz Yayınevi,Hardcover,32,2017,2015,,2020/10/08,"aarhus, to-read, bebecik","aarhus (#287), to-read (#74), bebecik (#16)",to-read,,,,0,0
55600412,Restaurant Den Toppede Høne,Eske Mathiesen,"Mathiesen, Eske",,"=""""","=""9788763824323""",0,0.0,,Hardcover,28,2012,,,2020/10/08,"to-read, bebecik, aarhus","to-read (#73), bebecik (#15), aarhus (#286)",to-read,,,,0,0
25996347,Meyveleri Kim Yemiş?,Feridun Oral,"Oral, Feridun",,"=""975082928X""","=""9789750829284""",0,4.00,Yapı Kredi Yayınları,Paperback,36,2014,2014,,2020/10/08,"aarhus, bebecik","aarhus (#285), bebecik (#14)",read,,,,0,0
41464514,Çirkin Beşli,Julia Donaldson,"Donaldson, Julia",,"=""6052950021""","=""9786052950029""",0,3.99,Is Bankasi Kültür Yayinlari,Hardcover,,2017,,,2020/10/08,"to-read, aarhus, bebecik","to-read (#72), aarhus (#284), bebecik (#13)",to-read,,,,0,0
37803830,Pırtık Tekir,Julia Donaldson,"Donaldson, Julia",,"=""9944886343""","=""9789944886345""",0,4.10,Türkiye İş Bankası Kültür Yayınları,Hardcover,30,2009,2009,,2020/10/08,"aarhus, to-read, bebecik","aarhus (#283), to-read (#71), bebecik (#12)",to-read,,,,0,0
38463481,İyi Yürekli Dev Memo,Julia Donaldson,"Donaldson, Julia",,"=""6053326992""","=""9786053326991""",0,4.22,İş Bankası Kültür Yayınları,Paperback,32,2016,2002,,2020/10/08,"to-read, aarhus, bebecik","to-read (#70), aarhus (#282), bebecik (#11)",to-read,,,,0,0
55600298,Sara,Kerstin Thorvall,"Thorvall, Kerstin",,"=""8701046713""","=""""",0,4.00,,Hardcover,44,1975,,,2020/10/08,"aarhus, to-read, bebecik","aarhus (#281), to-read (#69), bebecik (#10)",to-read,,,,0,0
43019359,Uçan Süpürge - İyi Yürekli Cadı ve 4 Kafadar,Julia Donaldson,"Donaldson, Julia","Axel Scheffler, Ali Berktay","=""6053326976""","=""9786053326977""",0,4.45,İş Bankası Kültür Yayınları,Paperback,32,2017,2001,,2020/10/08,"aarhus, to-read, bebecik","aarhus (#280), to-read (#68), bebecik (#9)",to-read,,,,0,0
13234880,Kumkurdu,Åsa Lind,"Lind, Åsa","Kristina Digman, Ali Arda","=""975885996X""","=""9789758859962""",4,4.46,Kanat Kitap,Hardcover,104,2009,2002,2020/05/17,2020/05/17,"bebecik, aarhus","bebecik (#7), aarhus (#279)",read,,,,1,0
33947385,Pippi Uzunçorap,Astrid Lindgren,"Lindgren, Astrid",Ali Arda,"=""605343972X""","=""9786053439721""",5,4.15,Pegasus Yayınları,Hardcover,144,2017,1945,2020/07/05,2020/06/28,"aarhus, bebecik","aarhus (#270), bebecik (#6)",read,,,,1,0
33947269,Pippi Uzunçorap Denize Açılıyor,Astrid Lindgren,"Lindgren, Astrid","Ali Arda, Ingrid Van Nyman","=""6053439703""","=""9786053439707""",4,4.13,Pegasus Yayınları,Hardcover,144,2017,1946,2020/07/20,2020/07/10,"bebecik, aarhus","bebecik (#5), aarhus (#278)",read,,,,1,0
33947188,Pippi Uzunçorap Büyük Okyanus'ta,Astrid Lindgren,"Lindgren, Astrid",Ali Arda,"=""605343969X""","=""9786053439691""",4,4.11,Pegasus Yayınları,Hardcover,136,2017,1948,2020/07/26,2020/07/22,"aarhus, bebecik","aarhus (#272), bebecik (#4)",read,,,,1,0
13490314,"Şeker Portakalı (Zeze, #1)",José Mauro de Vasconcelos,"Vasconcelos, José Mauro de",Aydın Emeç,"=""9750719409""","=""9789750719400""",4,4.39,Can Yayınları,Paperback,184,2000,1968,2020/09/23,2018/01/08,"aarhus, bebecik","aarhus (#24), bebecik (#3)",read,,,,2,0
25952739,Daha da Fazla Kumkurdu,Åsa Lind,"Lind, Åsa","Kristina Digman, Ingrid Vang Nyman, Ali Arda","=""6054244078""","=""9786054244072""",5,4.57,Kanat Kitap,Hardcover,100,2009,2004,2020/09/11,2020/09/09,"aarhus, bebecik","aarhus (#276), bebecik (#2)",read,,,,1,0
25952751,Daha Fazla Kumkurdu,Åsa Lind,"Lind, Åsa","Kristina Digman, Ali Arda","=""6054244051""","=""9786054244058""",5,4.58,Kanat Kitap,Hardcover,96,2009,2003,2020/08/16,2020/08/16,"aarhus, bebecik","aarhus (#274), bebecik (#1)",read,,,,1,0
41161349,"Parable of the Sower (Earthseed, #1)",Octavia E. Butler,"Butler, Octavia E.",,"=""1538732181""","=""9781538732182""",5,4.21,Grand Central Publishing,Paperback,329,2019,1993,2020/09/24,2020/09/12,aarhus,aarhus (#277),read,,,,1,0
13516289,Hadrianus'un Anıları,Marguerite Yourcenar,"Yourcenar, Marguerite",Nili Bilkur,"=""605581904X""","=""9786055819040""",2,4.23,Helikopter,Paperback,318,2009,1951,2020/09/11,2018/02/02,aarhus,aarhus (#99),read,,,,1,0
40176913,Outline,Rachel Cusk,"Cusk, Rachel",,"=""0571346766""","=""9780571346769""",4,3.68,Faber & Faber,Paperback,249,2018,2014,2020/09/08,2020/09/06,aarhus,aarhus (#275),read,,,,1,0
43317482,In the Dream House,Carmen Maria Machado,"Machado, Carmen Maria",,"=""1644450038""","=""9781644450031""",4,4.44,Graywolf Press,Hardcover,251,2019,2019,2020/08/22,2020/08/15,,,read,,,,1,0
48663177,Benyusuf,Sezgin Kaymaz,"Kaymaz, Sezgin",,"=""6052985666""","=""9786052985663""",4,4.28,Kırmızı Kedi Yayınevi,Paperback,248,2019,2019,2020/08/14,2020/08/08,aarhus,aarhus (#273),read,,,,1,0
43598479,Convenience Store Woman,Sayaka Murata,"Murata, Sayaka",Ginny Tapley Takemori,"=""""","=""""",3,3.70,Granta Books,Paperback,163,2019,2016,2019/09/18,2019/09/16,aarhus,aarhus (#247),read,,,,1,0
153425,Near to the Wild Heart,Clarice Lispector,"Lispector, Clarice",Giovanni Pontiero,"=""0811211401""","=""9780811211406""",3,4.04,New Directions,Paperback,192,1990,1943,2020/08/08,2020/07/24,,,read,,,,1,0
17875673,Yaz Bitince,Edith Wharton,"Wharton, Edith",İlknur Özdemir,"=""9944756806""","=""9789944756808""",3,3.67,Kırmızı Kedi Yayınevi,Paperback,184,2011,1917,2020/07/24,2018/02/02,aarhus,aarhus (#132),read,,,,1,0
11931826,Rules of Civility,Amor Towles,"Towles, Amor",,"=""""","=""""",5,4.08,Sceptre,Paperback,342,2012,2011,2020/07/18,2020/07/06,aarhus,aarhus (#271),read,,,,1,0
18774964,A Man Called Ove,Fredrik Backman,"Backman, Fredrik",Henning Koch,"=""1476738017""","=""9781476738017""",4,4.38,Atria Books,Hardcover,337,2014,2012,2020/07/12,2020/07/06,,,read,,,,1,0
7575592,Proud to be a Mammal,Czesław Miłosz,"Miłosz, Czesław","Catherine Leach, Bogdana Carpenter, Madeline G. Levine","=""0141193190""","=""9780141193199""",3,3.51,Penguin Books,Paperback,296,2010,2010,2020/07/05,2020/06/12,aarhus,aarhus (#268),read,,,,1,0
34066798,A Gentleman in Moscow,Amor Towles,"Towles, Amor",,"=""""","=""""",5,4.33,Penguin Books,Paperback,462,2019,2016,2020/06/28,2020/06/19,aarhus,aarhus (#269),read,,,,1,0
3181564,The Housekeeper and the Professor,Yōko Ogawa,"Ogawa, Yōko",Stephen Snyder,"=""0312427808""","=""9780312427801""",3,4.05,Picador,Paperback,180,2009,2003,2020/06/13,2020/06/13,,,read,,,,1,0
30423015,Absolutely on Music: Conversations with Seiji Ozawa,Haruki Murakami,"Murakami, Haruki",,"=""0804173729""","=""9780804173728""",4,3.89,Vintage,Paperback,293,2017,2011,2020/06/11,2020/06/06,aarhus,aarhus (#267),read,,,,1,0
6617921,Primeval and Other Times,Olga Tokarczuk,"Tokarczuk, Olga",Antonia Lloyd-Jones,"=""8086264351""","=""9788086264356""",4,4.27,Twisted Spoon Press,Paperback,248,2010,1996,2020/06/06,2019/10/10,,,read,,,,1,0
12605921,"Kale Kapısı (Kimsecik, #2)",Yaşar Kemal,"Kemal, Yaşar",,"=""""","=""9789750807464""",5,4.45,Yapı Kredi Yayınları,Paperback,484,2004,1985,2020/05/30,2019/08/11,aarhus,aarhus (#238),read,,,,1,0
39927926,Binbir Gece Masalları,Anonymous,"Anonymous, Anonymous","Richard Francis Burton, Jorge Luis Borges, Gülgün Bayata","=""6052982020""","=""9786052982020""",3,4.03,Kırmızı Kedi Yayınları,Paperback,192,2017,800,2018/06/10,2018/06/06,aarhus,aarhus (#181),read,,,,1,0
11459366,Utanç,J.M. Coetzee,"Coetzee, J.M.",İlknur Özdemir,"=""9750700384""","=""9789750700385""",3,3.85,Can Yayınları,Paperback,258,2001,1999,,2015/06/02,,,read,,,,1,0
36173045,Aslanyürekli Kardeşler,Astrid Lindgren,"Lindgren, Astrid",Ali Arda,"=""6052992247""","=""9786052992241""",3,4.35,Pegasus Yayinlari,Hardcover,256,2017,1973,2020/05/12,2020/05/12,aarhus,aarhus (#266),read,,,,1,0
29780253,Born a Crime: Stories From a South African Childhood,Trevor Noah,"Noah, Trevor",,"=""""","=""""",5,4.49,Doubleday Canada,Hardcover,289,2016,2016,2020/05/10,2020/05/07,,,read,,,,1,0
23430706,Sabırsız Yürek,Stefan Zweig,"Zweig, Stefan",Çiğdem Öztekin,"=""9750706358""","=""9789750706356""",5,4.23,Can Yayınları,Paperback,460,2006,1939,2020/05/01,2018/02/02,aarhus,aarhus (#167),read,,,,1,0
38200343,Bilimsel Öyküler,Charles Howard Hinton,"Hinton, Charles Howard","Jorge Luis Borges, Serhat Atay","=""6052982012""","=""9786052982013""",2,3.00,Kırmızı Kedi Yayınevi,Paperback,184,2017,1976,,2018/05/26,aarhus,aarhus (#178),read,,,,1,0
18122,"The Amber Spyglass (His Dark Materials, #3)",Philip Pullman,"Pullman, Philip",,"=""0440238153""","=""9780440238157""",4,4.10,Laurel Leaf,Mass Market Paperback,465,2003,2000,2020/04/19,2020/04/09,,,read,,,,1,0
150373,Women Without Men: A Novel of Modern Iran,شهرنوش پارسی‌پور,"پارسی‌پور, شهرنوش",Shahrnush Parsipur,"=""1558614524""","=""9781558614529""",3,3.74,The Feminist Press at CUNY,Paperback,192,2004,1973,2020/04/08,2020/04/07,,,read,,,,1,0
36193146,Fındık Kabuğu,Ian McEwan,"McEwan, Ian",İlknur Özdemir,"=""9750840615""","=""9789750840616""",3,3.68,Yapı Kredi Yayınları,Paperback,152,2017,2016,2020/04/04,2020/04/04,aarhus,aarhus (#265),read,,,,1,0
42740270,Kumandanı Öldürmek,Haruki Murakami,"Murakami, Haruki",Ali Volkan Erdemir,"=""6050955808""","=""9786050955804""",4,3.91,Doğan Kitap,Paperback,848,2018,2017,2020/03/29,2020/03/22,aarhus,aarhus (#264),read,,,,1,0
39808472,Talking to My Daughter: A Brief History of Capitalism,Yanis Varoufakis,"Varoufakis, Yanis",,"=""1784705756""","=""9781784705756""",4,4.12,RANDOM HOUSE UK,Paperback,224,2018,2013,2020/03/21,2020/03/15,aarhus,aarhus (#263),read,,,,1,0
27071490,Homegoing,Yaa Gyasi,"Gyasi, Yaa",,"=""""","=""""",4,4.47,Alfred A. Knopf,Hardcover,305,2016,2016,2020/03/15,2019/08/25,,,read,,,,1,0
20518872,"The Three-Body Problem (Remembrance of Earth’s Past, #1)",Liu Cixin,"Cixin, Liu","Ken Liu, Cixin Liu","=""""","=""""",4,4.09,Tor Books,Hardcover,472,2014,2006,2020/03/06,2020/02/20,,,read,,,,1,0
23649039,Ve Durgun Akardı Don (Cilt 4),Mikhail Sholokhov,"Sholokhov, Mikhail",Tektaş Ağaoğlu,"=""9756865733""","=""9789756865736""",5,4.32,Evrensel Basım Yayın,Paperback,488,2001,,,2015/06/02,,,read,,,,1,0
51021738,Kadransız Saat,Carson McCullers,"McCullers, Carson",Can Moralı,"=""6052958693""","=""9786052958698""",4,3.87,Türkiye İş Bankası Kültür Yayınları,Paperback,256,2019,1961,2020/02/20,2019/08/11,aarhus,aarhus (#230),read,,,,1,0
119324,"The Subtle Knife (His Dark Materials, #2)",Philip Pullman,"Pullman, Philip",,"=""0679879250""","=""9780679879251""",4,4.15,Alfred A. Knopf Books for Young Readers,Hardcover,326,1997,1997,2020/02/15,2020/02/09,,,read,,,,1,0
39722056,Çalınan Mektup,Edgar Allan Poe,"Poe, Edgar Allan","Jorge Luis Borges, İlknur Özdemir","=""6052982691""","=""9786052982693""",3,3.66,Kırmızı Kedi Yayınları,Paperback,112,2018,1844,2018/08/24,2018/08/24,aarhus,aarhus (#191),read,,,,1,0
11817181,"Sherlock Holmes: Bütün Hikâyeleri 1 (Sherlock Holmes, #3)",Arthur Conan Doyle,"Doyle, Arthur Conan",,"=""9758795007""","=""9789758795000""",4,4.27,Rem Yayınclık,Paperback,270,2003,1905,,2015/06/02,,,read,,,,1,0
9743334,Sanctuary,William Faulkner,"Faulkner, William",,"=""""","=""""",2,3.63,Penguin Books,Paperback,253,1955,1931,2020/02/06,2020/01/21,aarhus,aarhus (#261),read,,,,1,0
2006420,Bir Dinozorun Gezileri,Mîna Urgan,"Urgan, Mîna",,"=""9750801385""","=""9789750801389""",5,4.19,Yapı Kredi Yayınları,Paperback,282,1999,1999,2020/01/28,2020/01/22,aarhus,aarhus (#262),read,,,,1,0
2006419,Bir Dinozorun Anıları,Mîna Urgan,"Urgan, Mîna",,"=""9753638329""","=""9789753638329""",5,4.34,Yapı Kredi Yayınları,Paperback,353,1998,1998,2020/01/20,2020/01/16,aarhus,aarhus (#260),read,,,,1,0
40740914,If Cats Disappeared from the World,Genki Kawamura,"Kawamura, Genki",Eric Selland,"=""1509889175""","=""9781509889174""",3,3.79,Picador,Paperback,202,2018,2012,2020/01/14,2020/01/12,,,read,,,,1,0
46122911,Kanayak,Gamze Arslan,"Arslan, Gamze",,"=""9750740688""","=""9789750740688""",4,3.77,Can Yayınları,Paperback,152,2019,2019,2020/01/11,2020/01/06,aarhus,aarhus (#259),read,,,,1,0
32735610,Çerçialan,Gamze Arslan,"Arslan, Gamze",,"=""9754345481""","=""9789754345483""",4,3.79,Varlık Yayınları,Paperback,72,2016,2016,2020/01/06,2020/01/06,aarhus,aarhus (#258),read,,,,1,0
40644353,Aşk Mektupları,Seval Şahin,"Şahin, Seval",Tevfika İkiz,"=""6059911404""","=""9786059911405""",4,4.22,Bağlam Yayınları,Paperback,196,2018,2018,2020/01/03,2020/01/01,aarhus,aarhus (#256),read,,,,1,0
20887603,İnsan Neyle Yaşar?,Leo Tolstoy,"Tolstoy, Leo",Koray Karasulu,"=""6053607037""","=""9786053607038""",5,4.00,Türkiye İş Bankası Kültür Yayınları,Paperback,86,2013,1885,,2019/12/29,aarhus,aarhus (#255),read,,,,1,0
42052093,Rahel Tanrı’yla Hesaplaşıyor,Stefan Zweig,"Zweig, Stefan",Gülperi Sert,"=""6052955848""","=""9786052955840""",3,4.04,Türkiye İş Bankası Kültür Yayınları,Paperback,80,2018,1930,,2019/12/28,,,read,,,,2,0
24562220,Genç Bir Doktorun Anıları,Mikhail Bulgakov,"Bulgakov, Mikhail",Tuğba Bolat,"=""605332311X""","=""9786053323112""",5,4.29,İş Bankası Kültür Yayınları,Paperback,168,2015,1925,,2019/12/27,,,read,,,,1,0
7961910,Değirmen,Sabahattin Ali,"Ali, Sabahattin",,"=""9750806603""","=""9789750806605""",4,4.00,Yapı Kredi Yayınları,Paperback,140,2012,1935,2019/12/26,2019/12/25,,,read,,,,1,0
34227949,Bir Çöküşün Öyküsü,Stefan Zweig,"Zweig, Stefan",Regaip Minareci,"=""6053329525""","=""9786053329527""",4,3.92,Türkiye İş Bankası Kültür Yayınları,Paperback,56,2017,1910,,2019/12/25,,,read,,,,1,0
42123790,Frankissstein: A Love Story,Jeanette Winterson,"Winterson, Jeanette",,"=""1473563259""","=""9781473563254""",3,3.56,Vintage Digital,ebook,344,2019,2019,2019/12/24,2019/12/24,,,read,,,,1,0
43373395,Nefha,Sezgin Kaymaz,"Kaymaz, Sezgin",,"=""6052984414""","=""9786052984413""",3,3.52,Kırmızı Kedi Yayınevi,Paperback,200,2019,2019,2019/12/22,2019/12/17,aarhus,aarhus (#254),read,,,,1,0
40164365,The Friend,Sigrid Nunez,"Nunez, Sigrid",,"=""0735219451""","=""9780735219458""",4,3.77,Riverhead Books,Paperback,212,2019,2018,2019/12/14,2019/12/09,aarhus,aarhus (#252),read,,,,1,0
1845237,Görünmez Kentler,Italo Calvino,"Calvino, Italo",Işıl Saatçıoğlu,"=""""","=""""",4,4.12,Yapı Kredi Yayınları,Paperback,204,2002,1972,,2015/06/02,,,read,,,,1,0
42975172,"The Testaments (The Handmaid's Tale, #2)",Margaret Atwood,"Atwood, Margaret",,"=""""","=""""",0,4.19,Nan A. Talese,Hardcover,422,2019,2019,,2019/12/12,"to-read, aarhus","to-read (#67), aarhus (#253)",to-read,,,,0,0
36047860,Milkman,Anna Burns,"Burns, Anna",,"=""0571338763""","=""9780571338764""",1,3.54,Faber & Faber,Kindle Edition,352,2018,2018,2019/12/09,2019/11/21,,,read,,,,1,0
119322,"The Golden Compass (His Dark Materials, #1)",Philip Pullman,"Pullman, Philip",,"=""0679879242""","=""9780679879244""",5,4.02,Knopf,Hardcover,399,1996,1995,,2019/11/27,,,read,,,,1,0
35407631,The Emissary,Yōko Tawada,"Tawada, Yōko",Margaret Mitsutani,"=""0811227626""","=""9780811227629""",4,3.45,New Directions,Paperback,138,2018,2014,,2019/11/21,,,read,,,,1,0
18428067,A Constellation of Vital Phenomena,Anthony Marra,"Marra, Anthony",,"=""0770436420""","=""9780770436421""",4,4.11,Random House Publishing Group,Paperback,416,2014,2013,2019/11/20,2019/10/21,,,read,,,,1,0
18423,The Left Hand of Darkness,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""""","=""""",4,4.09,Ace,Paperback,304,2000,1969,2019/11/12,2019/11/05,aarhus,aarhus (#251),read,,,,1,0
7672380,The Word for World Is Forest,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""0765324644""","=""9780765324641""",4,4.04,Tor Books,Paperback,189,2010,1972,2019/11/02,2019/10/27,aarhus,aarhus (#250),read,,,,1,0
23649027,Ve Durgun Akardı Don (Cilt 3),Mikhail Sholokhov,"Sholokhov, Mikhail",Tektaş Ağaoğlu,"=""9756865725""","=""9789756865729""",5,4.32,Evrensel Basım Yayın,Paperback,391,2001,1986,,2015/06/02,,,read,,,,1,0
23649014,Ve Durgun Akardı Don (Cilt 2),Mikhail Sholokhov,"Sholokhov, Mikhail",Tektaş Ağaoğlu,"=""9756865717""","=""9789756865712""",5,4.17,Evrensel Basım Yayın,Paperback,360,2001,,,2015/06/02,,,read,,,,1,0
23642646,Kafamda Bir Tuhaflık,Orhan Pamuk,"Pamuk, Orhan",,"=""""","=""9789750830884""",5,4.14,Yapı Kredi Yayınları,Paperback,480,2014,2014,2019/10/27,2018/01/08,aarhus,aarhus (#11),read,,,,1,0
41086877,Normal People,Sally Rooney,"Rooney, Sally",,"=""""","=""""",4,3.81,Faber & Faber,Paperback,266,2019,2018,2019/10/14,2019/10/06,aarhus,aarhus (#248),read,,,,1,0
34211805,The Travelling Cat Chronicles,Hiro Arikawa,"Arikawa, Hiro",Philip Gabriel,"=""0857524194""","=""9780857524195""",4,4.33,Random House UK,Paperback,247,2017,2012,2019/10/05,2019/09/30,aarhus,aarhus (#249),read,,,,1,0
17201899,Silahlara Veda,Ernest Hemingway,"Hemingway, Ernest",Mehmet Harmancı,"=""9752202799""","=""9789752202795""",3,3.82,Bilgi Yayınevi,Paperback,296,2009,1929,2019/09/30,2019/08/11,aarhus,aarhus (#239),read,,,,1,0
18846634,Uppsala Woods,Álvaro Colomer,"Colomer, Álvaro",Jonathan Dunne,"=""8494174428""","=""9788494174421""",3,3.62,Hispabooks,Paperback,194,2013,2009,2019/09/14,2019/09/11,aarhus,aarhus (#246),read,,,,1,0
40670880,Bildiğimiz Dünyanın Sonu,Erlend Loe,"Loe, Erlend",Dilek Başak,"=""9750842596""","=""9789750842597""",3,3.66,Yapı Kredi Yayınları,Paperback,224,2018,2015,2019/09/09,2019/09/07,aarhus,aarhus (#245),read,,,,1,0
42373438,Notes to Self,Emilie Pine,"Pine, Emilie",,"=""0241986222""","=""9780241986226""",5,4.11,Penguin,Paperback,224,2019,2018,2019/09/06,2019/09/01,aarhus,aarhus (#244),read,,,,1,0
36965054,"Annihilation (Southern Reach, #1)",Jeff VanderMeer,"VanderMeer, Jeff",,"=""""","=""""",4,3.76,Fourth Estate,Paperback,208,2015,2014,2019/09/01,2019/08/31,aarhus,aarhus (#243),read,,,,1,0
13553167,The unvanquished,William Faulkner,"Faulkner, William",,"=""""","=""""",3,3.77,Penguin,Paperback,175,1965,1938,2019/08/30,2019/08/19,,,read,,,,1,0
11997782,"Hercule Poirot İz Üzerinde (Hercule Poirot, #43)",Agatha Christie,"Christie, Agatha",Meral Gaspıralı,"=""9752101771""","=""9789752101777""",4,3.94,Altın Kitaplar,Paperback,174,2001,1974,,2015/06/02,,,read,,,,1,0
35487750,How to Fall In Love with a Man Who Lives in a Bush,Emmy Abrahamson,"Abrahamson, Emmy",,"=""0062678035""","=""9780062678034""",3,3.23,HarperCollins,Paperback,244,2018,2016,2019/08/18,2019/08/14,,,read,,,,1,0
19304051,Blinding,Mircea Cărtărescu,"Cărtărescu, Mircea",Sean Cotter,"=""""","=""""",3,4.10,Archipelago,Kindle Edition,464,2013,1996,2019/08/14,2019/08/05,,,read,,,,1,0
11082323,Bizans Sultanı,Selçuk Altun,"Altun, Selçuk",,"=""""","=""""",4,3.22,Sel Yayıncılık,Paperback,189,2011,2011,,2015/06/04,aarhus,aarhus (#242),read,,,,1,0
16153060,Coşkuyla Ölmek,Şule Gürbüz,"Gürbüz, Şule",,"=""9750511085""","=""9789750511080""",0,4.29,İletişim Yayınevi,Paperback,191,2012,2012,,2019/08/11,"to-read, aarhus","to-read (#66), aarhus (#241)",to-read,,,,0,0
39721805,Yıldız Karayel,Rıfat Ilgaz,"Ilgaz, Rıfat",,"=""9753482906""","=""9789753482905""",0,4.25,Çınar Yayınları,Paperback,352,2017,2011,,2019/08/11,"to-read, aarhus","to-read (#65), aarhus (#240)",to-read,,,,0,0
13409378,Şans Müziği,Paul Auster,"Auster, Paul",Seçkin Selvi,"=""9755104437""","=""9789755104430""",4,3.92,Can Yayınları,Paperback,207,2001,1990,,2015/06/01,aarhus,aarhus (#237),read,,,,1,0
23429331,Ölmeye Yatmak,Adalet Ağaoğlu,"Ağaoğlu, Adalet",,"=""6051417338""","=""9786051417332""",0,4.21,Everest Yayınları,Paperback,400,2014,1973,,2019/08/11,"to-read, aarhus","to-read (#64), aarhus (#236)",to-read,,,,0,0
46255359,Meselenin Özü,Graham Greene,"Greene, Graham",Mîna Urgan,"=""6052958286""","=""9786052958285""",0,3.97,Türkiye İş Bankası Kültür Yayınları,Paperback,352,2019,1948,,2019/08/11,"to-read, aarhus","to-read (#63), aarhus (#235)",to-read,,,,0,0
15839428,Açlık Sanatçısı,Franz Kafka,"Kafka, Franz",Banu Irmak,"=""6055532476""","=""9786055532475""",5,4.11,Altıkırkbeş Yayın,Paperback,72,2003,1924,,2015/06/02,aarhus,aarhus (#234),read,,,,1,0
12729155,Ömrümden Uzun İdeallerim Var,Suna Kıraç,"Kıraç, Suna",,"=""""","=""""",0,4.18,,Hardcover,322,2006,2006,,2019/08/11,"to-read, aarhus","to-read (#62), aarhus (#233)",to-read,,,,0,0
23116913,Franklin Flyer,Nicholas Christopher,"Christopher, Nicholas",Emrah İmre,"=""6055819031""","=""9786055819033""",0,3.73,Helikopter Yayınları,Paperback,358,2008,2002,,2019/08/04,"to-read, aarhus","to-read (#61), aarhus (#232)",to-read,,,,0,0
20417334,Atları Bağlayın Geceyi Burada Geçireceğiz,Melisa Kesmez,"Kesmez, Melisa",,"=""9755706577""","=""9789755706573""",5,3.81,Sel Yayıncılık,Paperback,144,2014,2014,2015/02/13,2015/12/07,aarhus,aarhus (#231),read,,,,1,0
24474536,"A Knight of the Seven Kingdoms (The Tales of Dunk and Egg, #1-3)",George R.R. Martin,"Martin, George R.R.",Gary Gianni,"=""""","=""""",4,4.23,Bantam,Kindle Edition,369,2015,2013,2019/08/04,2019/08/03,,,read,,,,1,0
22815987,Yağmurcuk Kuşu,Yaşar Kemal,"Kemal, Yaşar",,"=""9750807308""","=""9789750807305""",5,4.47,Yapı Kredi Yayınları ,Paperback,443,2004,1980,2019/08/03,2019/08/01,,,read,,,,1,0
18403443,Anahtar,Jun'ichirō Tanizaki,"Tanizaki, Jun'ichirō",Hüseyin Can Erkin,"=""9750713958""","=""9789750713958""",4,3.57,Can Yayınları,Paperback,144,2011,1956,2019/08/01,2019/07/29,,,read,,,,1,0
758901,Tutunamayanlar,Oğuz Atay,"Atay, Oğuz",,"=""""","=""9789754700114""",4,4.56,İletişim Yayınları,Paperback,724,1984,1972,2019/07/28,2018/02/02,aarhus,aarhus (#154),read,,,,1,0
36723047,"Alone Time: Four Seasons, Four Cities, and the Pleasures of Solitude",Stephanie Rosenbloom,"Rosenbloom, Stephanie",,"=""0399562303""","=""9780399562303""",4,3.49,Viking,Hardcover,272,2018,2018,,2019/07/20,aarhus,aarhus (#229),read,,,,1,0
45450258,No One Is Too Small to Make a Difference (Green Ideas),Greta Thunberg,"Thunberg, Greta",,"=""""","=""""",5,3.87,Penguin,Kindle Edition,91,2019,2019,,2019/07/06,aarhus,aarhus (#228),read,,,,1,0
42627287,Zamanı Durdurmanın Yolları,Matt Haig,"Haig, Matt",Kıvanç Güney,"=""6051980563""","=""9786051980560""",3,3.84,Domingo Yayınevi,Paperback,328,2018,2017,2019/06/30,2019/06/25,,,read,,,,1,0
42090418,Bir At Bara Girmiş,David Grossman,"Grossman, David",Aylin Ülçer,"=""6055903733""","=""9786055903732""",3,3.52,Siren Yayınları,Paperback,216,2018,2014,2019/06/25,2019/06/19,aarhus,aarhus (#227),read,,,,1,0
35504431,Turtles All the Way Down,John Green,"Green, John",,"=""0525555366""","=""9780525555360""",4,3.89,Dutton Books for Young Readers,Hardcover,290,2017,2017,2019/06/15,2019/06/07,aarhus,aarhus (#226),read,,,,1,0
40867457,Ölümsüz Kardeşin Gözleri,Stefan Zweig,"Zweig, Stefan",Merve Eyüboğlu,"=""6052983353""","=""9786052983355""",4,4.00,Kırmızı Kedi Yayınevi,Paperback,86,2018,1921,2019/06/06,2019/06/05,aarhus,aarhus (#225),read,,,,1,0
